Id,SalePrice
1461,124491.744187917
1462,152414.356352855
1463,176915.907751375
1464,184776.019170983
1465,203662.327232653
1466,185973.407097212
1467,165346.16381954
1468,179170.367790586
1469,183854.41669581
1470,109802.045020641
1471,182881.338551654
1472,119255.972843607
1473,136004.12453472
1474,161492.758409508
1475,157792.460668672
1476,444915.440044857
1477,262614.565090014
1478,307351.53080737
1479,267536.470917784
1480,400182.946477468
1481,279024.996818479
1482,223530.97789554
1483,172246.607277722
1484,176585.752318749
1485,193123.310846482
1486,208163.438686721
1487,311419.570298797
1488,249841.852393624
1489,182395.574304198
1490,175966.730970003
1491,200761.102167538
1492,112191.072663463
1493,169566.869305717
1494,288546.964400266
1495,282708.881005464
1496,195262.841617315
1497,208025.80500654
1498,161541.028825234
1499,161541.028825234
1500,170113.102977098
1501,176687.731543659
1502,155040.428159579
1503,243142.896364811
1504,253322.107384437
1505,201593.218163516
1506,176381.168438963
1507,252334.040777442
1508,181094.267967685
1509,173448.135923604
1510,141998.218990012
1511,143399.076183462
1512,154960.109345207
1513,164508.127478635
1514,134363.719537109
1515,172940.165124426
1516,148483.478584436
1517,140838.471012041
1518,145246.633364156
1519,200692.628344998
1520,139287.122298262
1521,141377.272179942
1522,163288.646753679
1523,128429.848777574
1524,109061.857418431
1525,122574.888810349
1526,122002.518641069
1527,91346.09839641
1528,129367.40021037
1529,141243.233110435
1530,159192.305263414
1531,134315.427700744
1532,113354.457971708
1533,141714.320551025
1534,128587.143680278
1535,151572.903531378
1536,116523.778084503
1537,74481.7229430993
1538,193509.612276334
1539,216158.674449999
1540,147685.87494325
1541,139530.50005556
1542,151028.292940927
1543,212151.663680656
1544,78681.6788504795
1545,119472.133051271
1546,128313.855975333
1547,133056.212590324
1548,134414.976075787
1549,113545.770305006
1550,145893.479436511
1551,113942.193133055
1552,139889.632193883
1553,147805.460372426
1554,124179.578233642
1555,143914.309247087
1556,117196.249660371
1557,124079.476234337
1558,116536.318758385
1559,133348.333464391
1560,140538.362385096
1561,162355.984592251
1562,120329.132600409
1563,121230.125163123
1564,154088.941907427
1565,155509.915269184
1566,194548.690629357
1567,77921.4977942583
1568,178974.194686708
1569,132267.757730366
1570,133911.400736421
1571,128482.14792656
1572,127551.584624364
1573,210116.70136888
1574,138906.320753418
1575,188864.879537307
1576,193879.604086962
1577,198033.340747868
1578,124414.004900137
1579,139081.50947472
1580,203023.180850207
1581,136204.128473936
1582,124911.385201741
1583,286224.397438817
1584,246048.094198995
1585,142009.156980239
1586,79911.6124705152
1587,132057.408666296
1588,141411.446684907
1589,112644.104688014
1590,139491.865404826
1591,114343.839202274
1592,116257.531829922
1593,113389.576673858
1594,192436.816144204
1595,151764.475307797
1596,236823.013518632
1597,154535.557107638
1598,210401.313174957
1599,187021.142366389
1600,196787.846366016
1601,63841.327129355
1602,117447.045803495
1603,97634.0497993671
1604,267197.049721565
1605,253178.291455306
1606,157301.595574073
1607,205828.80149459
1608,203009.107024007
1609,196520.422985964
1610,175323.933831295
1611,147964.476940284
1612,171880.106717581
1613,166650.669663898
1614,125273.089895176
1615,115821.722010257
1616,115821.722010257
1617,115569.815603102
1618,124205.050041533
1619,127098.874721023
1620,206915.081330987
1621,155594.309397682
1622,144910.270990842
1623,270402.065677298
1624,196216.929647356
1625,126738.231292753
1626,164759.161652044
1627,184521.312882224
1628,286170.158289179
1629,205118.358106559
1630,311109.903985952
1631,222278.928343672
1632,265912.241415159
1633,188535.305101548
1634,186091.863760566
1635,182747.753457922
1636,165056.294875513
1637,178726.58291396
1638,226665.280566135
1639,175383.117867091
1640,262202.294733116
1641,175249.984077052
1642,216962.107346002
1643,252752.80313383
1644,257266.314858884
1645,166717.789934639
1646,143046.575717989
1647,174036.885060184
1648,137860.180238955
1649,137693.065484292
1650,114886.999099059
1651,113954.590112006
1652,117312.09662093
1653,118916.039414041
1654,169374.896827729
1655,162043.755800812
1656,159572.25351447
1657,169528.798951209
1658,159358.825912417
1659,159715.423291873
1660,132730.628758315
1661,409569.909650285
1662,401058.48327339
1663,362142.501486275
1664,393568.864659556
1665,336946.827234063
1666,262961.445863427
1667,318365.806316751
1668,335451.038824455
1669,276423.121428472
1670,327472.192751072
1671,212115.842425433
1672,369787.456979429
1673,313644.075977602
1674,250093.153744004
1675,173383.543877859
1676,172858.693008912
1677,197436.698849002
1678,384066.13751722
1679,288290.177418416
1680,324501.940333929
1681,264953.784977653
1682,255909.243888997
1683,183147.915546194
1684,191590.722363947
1685,184048.323575028
1686,179732.028629439
1687,188261.748647861
1688,201118.666298709
1689,203234.497556029
1690,196267.682051488
1691,192960.162687436
1692,271732.860911806
1693,193123.310846482
1694,183400.909611976
1695,191010.589029274
1696,243495.277430358
1697,191010.589029274
1698,342361.489381339
1699,287877.043354092
1700,236540.496991875
1701,275331.991023725
1702,280785.638027258
1703,278439.799862261
1704,275381.891874145
1705,243584.325608246
1706,354120.404790841
1707,205562.142734281
1708,211616.44575101
1709,284979.67708112
1710,230353.907085992
1711,259102.449381995
1712,286394.919988951
1713,216792.892622156
1714,198429.822633723
1715,203261.126003029
1716,190949.807808087
1717,172374.645310655
1718,159954.978491299
1719,213447.797864381
1720,244308.347786712
1721,169264.561018196
1722,148841.668470201
1723,148587.24179802
1724,206741.216833556
1725,241210.948119992
1726,194375.241107843
1727,168645.687866522
1728,199789.415634374
1729,170020.782660281
1730,178818.269373914
1731,125464.426229331
1732,120282.698198473
1733,120282.698198473
1734,128478.574958941
1735,130747.961589589
1736,130619.195462758
1737,257258.912348473
1738,207892.823578299
1739,298142.783871188
1740,210381.778347579
1741,176877.636256023
1742,176405.479416096
1743,187449.974369987
1744,247892.856667723
1745,196814.398215413
1746,282750.46031551
1747,216306.056268631
1748,216496.829806557
1749,139458.510895235
1750,144570.22527905
1751,226707.492724775
1752,119634.088829206
1753,164650.346615636
1754,228922.984426457
1755,153483.737321093
1756,115957.987361073
1757,118868.752415743
1758,128112.636297787
1759,160118.130861483
1760,142837.786569105
1761,143808.498907047
1762,180710.343989694
1763,173140.195673714
1764,122553.964246575
1765,177219.219190706
1766,160099.005362398
1767,168345.751467921
1768,137629.221178409
1769,189102.142176537
1770,140729.044391489
1771,138960.764096121
1772,146916.384522586
1773,123729.2276621
1774,167702.137482377
1775,141814.431570018
1776,125081.045554095
1777,107138.927275133
1778,118678.575300959
1779,129975.103003845
1780,176661.401134931
1781,131843.335031783
1782,95509.9631146973
1783,132151.839756792
1784,94882.9549524402
1785,111480.65337658
1786,150664.315719426
1787,184728.956190311
1788,69218.4099296077
1789,98557.7546468763
1790,67533.2862475028
1791,196701.807075482
1792,157428.18556521
1793,144753.572803065
1794,137574.534134625
1795,138308.639278419
1796,139776.899226128
1797,132418.670177678
1798,135414.885296323
1799,104239.160062255
1800,140856.811314633
1801,125417.060695203
1802,144589.425864537
1803,171351.409012685
1804,133760.813368207
1805,143948.575614645
1806,130919.592686642
1807,168521.574923486
1808,118771.095129904
1809,134695.184532742
1810,150294.356279585
1811,130398.995253185
1812,121945.935112405
1813,134193.937900547
1814,91368.6565181321
1815,69884.8820296077
1816,106025.492586696
1817,117757.426516723
1818,157178.909823113
1819,124851.340013269
1820,87261.441628876
1821,134633.426127629
1822,150169.348547657
1823,71030.9213284305
1824,137649.029597929
1825,150609.991774184
1826,119517.532219207
1827,111141.178297985
1828,150121.632616771
1829,112139.080288067
1830,159461.280878981
1831,187216.68376927
1832,151987.819923067
1833,178123.164442537
1834,144569.060707284
1835,170397.858260465
1836,163247.555210669
1837,93418.6749306431
1838,140166.614597959
1839,83790.2671140623
1840,159113.565201097
1841,146769.969520479
1842,118999.818753874
1843,139054.326716459
1844,141206.034545909
1845,146023.949461579
1846,146777.84167357
1847,167608.723348341
1848,77286.0279658068
1849,135307.561758925
1850,128838.49995833
1851,149517.755708035
1852,127550.586734529
1853,133668.27903608
1854,158729.818685655
1855,161614.088231098
1856,215941.514356755
1857,145453.452142124
1858,176463.537142665
1859,138073.851222012
1860,145723.001881708
1861,140121.785227902
1862,276116.619067639
1863,276116.619067639
1864,276116.619067639
1865,333286.545301178
1866,334759.100612856
1867,247645.096431308
1868,271232.977107392
1869,191301.584774036
1870,229708.828473191
1871,246309.914447219
1872,177901.262874422
1873,206703.138628795
1874,137073.404528503
1875,188646.968915259
1876,198781.988053688
1877,189358.681839526
1878,201445.962922979
1879,132168.03685276
1880,130519.315871415
1881,202774.760726036
1882,288416.061012619
1883,210108.114695687
1884,217731.006341654
1885,234230.803547977
1886,259470.400848805
1887,191731.796962857
1888,259541.125729009
1889,174581.91721104
1890,126762.728161277
1891,148734.432453144
1892,113476.102116491
1893,136043.526711679
1894,134407.071178613
1895,155096.174969555
1896,125894.549236331
1897,128951.189992285
1898,126908.026670316
1899,123171.169113982
1900,149646.805476791
1901,148628.805561974
1902,132717.036091222
1903,230343.059656719
1904,135639.472202802
1905,165025.734919856
1906,139896.419882558
1907,186735.89465913
1908,139330.922507823
1909,144922.118294439
1910,144922.118294439
1911,201607.318691152
1912,217723.015415677
1913,126258.336089697
1914,78323.0930660777
1915,282188.697727516
1916,67787.4191024972
1917,275670.08197755
1918,135394.415179913
1919,155843.698282155
1920,172447.43386189
1921,378812.425387561
1922,316671.535764036
1923,202489.165865414
1924,190666.004249289
1925,245224.154296413
1926,345445.812204806
1927,135884.632585761
1928,149276.427570752
1929,120392.152892171
1930,149838.194115748
1931,129401.629826501
1932,155604.567768257
1933,163913.741718017
1934,184542.394575277
1935,177442.034573581
1936,184776.019170983
1937,186484.709189817
1938,167684.731727724
1939,258335.58206917
1940,203662.327232653
1941,185880.767194583
1942,185102.55820575
1943,200570.148327092
1944,304153.158110204
1945,311456.164845258
1946,153046.488695179
1947,313704.631110349
1948,143734.618338099
1949,212073.199558899
1950,172378.990412563
1951,213967.964701549
1952,203036.030985044
1953,149985.968746888
1954,223882.272025307
1955,145872.023333238
1956,242973.307769574
1957,164889.129013715
1958,294468.183493095
1959,152190.897022913
1960,114230.252057058
1961,124095.796426913
1962,117312.09662093
1963,118916.039414041
1964,134647.936510722
1965,162257.466675535
1966,158719.144970551
1967,256114.445423646
1968,320868.805375686
1969,332014.777516237
1970,383055.498075703
1971,458012.274131723
1972,359067.667473464
1973,316242.497193844
1974,298797.481129367
1975,378956.241746361
1976,253750.699285356
1977,331868.122465305
1978,324169.189395345
1979,338443.266835126
1980,190206.2745417
1981,310403.806267854
1982,224186.134904286
1983,224186.134904286
1984,193011.29953
1985,188525.551442104
1986,204036.698439353
1987,181442.200458482
1988,183370.721587613
1989,207518.398403744
1990,241090.484462309
1991,197436.698849002
1992,215526.184097877
1993,186455.878660429
1994,244563.403511166
1995,201590.988059242
1996,279596.481053905
1997,328841.595059188
1998,283012.99698577
1999,269613.702365508
2000,303890.891358006
2001,250544.407273063
2002,215619.945849657
2003,274142.373985057
2004,277421.443242408
2005,234600.111702226
2006,234081.800749328
2007,268331.435215834
2008,190949.807808087
2009,189966.113905916
2010,200974.157460053
2011,163785.77240941
2012,181082.043124914
2013,183003.931857349
2014,188333.786023031
2015,209290.538254444
2016,187854.702638847
2017,206184.868823852
2018,125699.153344856
2019,120282.698198473
2020,123028.625032991
2021,119501.864763478
2022,162707.109078522
2023,171137.521394783
2024,259088.473924832
2025,426633.436024328
2026,181747.200808158
2027,164728.243772778
2028,181093.428433586
2029,181526.462289843
2030,290209.266913621
2031,234912.262140351
2032,237453.778166798
2033,274335.334678802
2034,181678.449810744
2035,212024.509391356
2036,240739.605928861
2037,242117.378596455
2038,385277.213982827
2039,210881.665881039
2040,350402.723058547
2041,224592.862167262
2042,211917.02442678
2043,167372.363722654
2044,166947.064661262
2045,183874.27941557
2046,143562.610895442
2047,156399.296811732
2048,125089.117116045
2049,136269.32011243
2050,185095.47123744
2051,133433.701351423
2052,132381.860304798
2053,139770.472413942
2054,95380.6585443225
2055,153913.821192378
2056,131285.586657371
2057,122636.409586157
2058,188021.649579202
2059,140251.730535282
2060,148170.035261311
2061,161883.623428351
2062,128135.883592075
2063,109814.503331347
2064,136495.436368152
2065,121996.068285332
2066,182356.504089857
2067,163776.365438744
2068,152606.139062809
2069,97698.6933141977
2070,116948.604480595
2071,87983.7854436873
2072,134921.809161974
2073,130331.439357024
2074,170363.587965796
2075,141319.287264556
2076,120759.832027261
2077,144178.706279638
2078,135583.117733311
2079,134428.220562422
2080,124246.191876174
2081,148254.679010363
2082,141257.481374161
2083,165565.728261445
2084,116740.17956695
2085,140488.921238527
2086,172362.563328382
2087,131479.202633467
2088,120660.635245543
2089,103484.625944971
2090,141984.945729688
2091,124215.153108572
2092,137226.916643713
2093,151296.266245712
2094,139658.320535658
2095,149493.437983479
2096,108080.653923552
2097,110462.137811997
2098,140160.360110568
2099,60409.6657595943
2100,132550.20319303
2101,132382.052912161
2102,162405.522123832
2103,108887.713850471
2104,163423.570482395
2105,139562.471405136
2106,88524.1364840973
2107,218380.06258464
2108,122115.316301136
2109,116920.89108024
2110,115020.748146504
2111,180099.676502452
2112,154363.21050093
2113,124464.708327834
2114,123047.677037039
2115,155508.551942379
2116,113155.781952029
2117,144009.67945742
2118,138013.418963503
2119,117747.458031993
2120,116476.549209525
2121,95469.1585468936
2122,103181.842228305
2123,116138.380813146
2124,221707.255427082
2125,155587.340737243
2126,160267.57935425
2127,156639.635375692
2128,148314.638202402
2129,100831.316965695
2130,161730.608140521
2131,186457.354681981
2132,120378.69735819
2133,113808.502376595
2134,122501.919714194
2135,99747.5621429832
2136,112517.941088578
2137,121803.45776392
2138,140161.817774962
2139,147602.564772816
2140,134782.442981848
2141,147758.705022122
2142,140551.568954448
2143,141072.102741788
2144,117098.460788928
2145,131612.37579569
2146,143317.920432299
2147,164543.076340144
2148,127640.378973938
2149,126596.965484044
2150,187208.441016294
2151,152911.028597211
2152,140343.381674376
2153,153871.509518828
2154,123458.956145112
2155,153500.156173018
2156,271869.925457206
2157,201340.317317782
2158,250413.217273063
2159,240398.311071449
2160,196169.781143423
2161,263200.503033813
2162,381210.058199873
2163,334487.798591122
2164,243937.473418019
2165,169963.070259316
2166,137073.404528503
2167,186241.189952752
2168,196546.766077139
2169,209553.914071572
2170,216660.031533035
2171,145286.427942519
2172,134159.319386017
2173,170646.728772553
2174,236412.951423402
2175,314385.381828422
2176,266032.551438424
2177,264882.700835299
2178,242395.686541497
2179,144678.165042693
2180,199226.006440908
